Optimization,Result
-scev-aa -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-dse -globalopt -instcombine, secure
-scev-aa -dse -globalopt -instcombine, secure
-adce -dse -globalopt -instcombine, secure
-scev-aa -adce -dse -globalopt -instcombine, secure
-always-inline -dse -globalopt -instcombine, secure
-scev-aa -always-inline -dse -globalopt -instcombine, secure
-adce -always-inline -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -dse -globalopt -instcombine, secure
-argpromotion -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -dse -globalopt -instcombine, secure
-adce -argpromotion -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -dse -globalopt -instcombine, secure
-always-inline -argpromotion -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -dse -globalopt -instcombine, secure
-break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -break-crit-edges -dse -globalopt -instcombine, secure
-adce -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -dse -globalopt -instcombine, secure
-always-inline -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -dse -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -dse -globalopt -instcombine, secure
-argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dse -globalopt -instcombine, secure
-codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -codegenprepare -dse -globalopt -instcombine, secure
-adce -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -dse -globalopt -instcombine, secure
-always-inline -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -dse -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -dse -globalopt -instcombine, secure
-argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dse -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dse -globalopt -instcombine, secure
-constmerge -dse -globalopt -instcombine, secure
-scev-aa -constmerge -dse -globalopt -instcombine, secure
-adce -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -constmerge -dse -globalopt -instcombine, secure
-always-inline -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -constmerge -dse -globalopt -instcombine, secure
-argpromotion -constmerge -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -constmerge -dse -globalopt -instcombine, secure
-adce -argpromotion -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -constmerge -dse -globalopt -instcombine, secure
-always-inline -argpromotion -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dse -globalopt -instcombine, secure
-break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-adce -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-always-inline -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dse -globalopt -instcombine, secure
-codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-always-inline -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse -globalopt -instcombine, secure
-dce -dse -globalopt -instcombine, secure
-scev-aa -dce -dse -globalopt -instcombine, secure
-adce -dce -dse -globalopt -instcombine, secure
-scev-aa -adce -dce -dse -globalopt -instcombine, secure
-always-inline -dce -dse -globalopt -instcombine, secure
-scev-aa -always-inline -dce -dse -globalopt -instcombine, secure
-adce -always-inline -dce -dse -globalopt -instcombine, secure
-scev-aa -adce -always-inline -dce -dse -globalopt -instcombine, secure
-argpromotion -dce -dse -globalopt -instcombine, secure
-scev-aa -argpromotion -dce -dse -globalopt -instcombine, secure
-adce -argpromotion -dce -dse -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -dce -dse -globalopt -instcombine, secure
-always-inline -argpromotion -dce -dse -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -dce -dse -globalopt -instcombine, secure
